#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
RAJ2000	DEJ2000	HR	Name	HD	ADS	VarID	Vmag	B-V	SpType
014.682917	-11.380000	 279	 23Phi4Cet	  5722	     	         	 5.61	 0.97	  G7III
014.651667	-29.357500	 280	   Alp Scl	  5737	     	  359    	 4.31	-0.16	  B7IIIp
014.593333	-60.696389	 281	          	  5771	     	         	 6.23	 0.10	  Am
015.014167	+44.711111	 282	          	  5788	  824	         	 6.84	     	  A2Vn
015.015000	+44.713333	 283	          	  5789	  824	         	 6.04	-0.01	  B9.5Vn
014.957083	 +6.483056	 284	          	  5820	     	WW Psc   	 6.11	 1.67	  M2III
017.186250	+86.256944	 285	          	  5848	     	         	 4.25	 1.21	  K2II-III
023.460000	+89.015556	 286	          	  5914	     	         	 6.46	 0.11	  A3V
015.576667	+51.035000	 287	          	  6028	     	         	 6.47	     	  A3V
015.326250	-38.916667	 288	   Xi  Scl	  6055	     	         	 5.59	 1.18	  K0III
015.756250	+47.376111	 289	          	  6114	  862	         	 6.45	 0.25	  A9IV
015.726250	+41.345000	 290	 39    And	  6116	  863	         	 5.98	 0.16	  A5m
015.704583	+31.804444	 291	 69Sig Psc	  6118	     	         	 5.50	-0.05	  B9.5V
015.904167	+61.075000	 292	          	  6130	  868	         	 5.92	 0.49	  F0II
015.610000	-31.551944	 293	   Sig Scl	  6178	     	         	 5.50	 0.08	  A2V
015.735833	 +7.890000	 294	 71Eps Psc	  6186	     	         	 4.28	 0.96	  K0III
015.507500	-57.002500	 295	   Ome Phe	  6192	     	         	 6.11	 0.94	  G8III
015.760833	 -4.836667	 296	 25    Cet	  6203	     	         	 5.43	 1.11	  K0III-IV
016.081667	+61.580278	 297	          	  6210	     	         	 5.84	 0.54	  F6V
016.010000	+52.502222	 298	          	  6211	     	         	 5.99	 1.47	  K2
015.705000	-46.397500	 299	          	  6245	     	         	 5.36	 0.90	  G8III
015.823333	-29.525833	 300	          	  6269	     	         	 6.29	 0.93	  G5IV
015.954167	 +1.366667	 301	 26    Cet	  6288	  875	         	 6.04	 0.27	  F1V
016.195000	+51.010000	 302	          	  6300	     	         	 6.54	-0.08	  B3V
016.115000	+29.658611	 303	          	  6301	     	         	 6.19	 0.43	  F7IV-V
015.678750	-65.456111	 304	          	  6311	     	CC Tuc   	 6.21	 1.64	  M2III
016.151667	+39.991111	 305	          	  6314	     	         	 6.72	 0.31	  F0Vn
019.056250	+87.145278	 306	          	  6319	     	         	 6.25	 1.12	 gK2
016.219167	 +5.656389	 307	 73    Psc	  6386	     	         	 6.00	 1.51	 gK5
016.272500	+14.946111	 308	 72    Psc	  6397	  889	         	 5.68	 0.41	  F4II-III
016.595000	+62.761667	 309	          	  6416	     	         	 6.54	 0.19	  A5Vn
016.420417	+21.473333	 310	 74Psi1Psc	  6456	  899	  397    	 5.34	-0.03	  A1Vn
016.423750	+21.465278	 311	 74Psi1Psc	  6457	  899	         	 5.56	-0.07	  A0Vn
017.301250	+80.011667	 312	          	  6473	     	         	 6.29	     	sgG6
016.455000	 +4.908333	 313	 77    Psc	  6479	  903	         	 6.35	 0.38	  F3V
016.464167	 +4.909444	 314	 77    Psc	  6480	  903	         	 7.25	 0.49	  F6V
016.403333	 -9.979167	 315	 27    Cet	  6482	     	         	 6.12	 1.01	  K0III
016.750833	+56.935000	 316	          	  6497	     	         	 6.43	 1.18	  K2III
016.521250	 -9.839444	 317	 28    Cet	  6530	     	         	 5.58	 0.01	  A1V
016.789583	+53.498333	 318	          	  6540	  915	         	 6.38	     	  K2III
016.640000	+12.956111	 319	 75    Psc	  6557	     	         	 6.12	 0.96	  G8III
016.532083	-23.992500	 320	          	  6559	     	         	 6.14	 1.09	  G8-K0III
017.068333	+54.920278	 321	 30Mu  Cas	  6582	     	  405    	 5.17	 0.69	  G5Vb
016.520833	-46.718611	 322	   Bet Phe	  6595	     	  400    	 3.31	 0.89	  G8III
016.610417	-35.660833	 323	          	  6619	     	         	 6.61	 0.14	  A1V
017.003750	+43.941944	 324	 41    And	  6658	     	         	 5.03	 0.11	  A3m
016.804583	-23.996389	 325	          	  6668	     	         	 6.37	 0.23	  A7V
017.138750	+58.263611	 326	          	  6676	     	         	 5.79	-0.01	  B8V
017.005417	+32.012222	 327	 78    Psc	  6680	     	         	 6.25	 0.40	  F5IV
016.988333	+20.739167	 328	 79Psi2Psc	  6695	     	         	 5.55	 0.13	  A3V
016.942500	 -9.785556	 329	 30    Cet	  6706	     	         	 5.82	 0.43	  F7IV
017.092500	 +5.649722	 330	 80    Psc	  6763	     	  410    	 5.52	 0.34	  F0III-IV
016.949583	-41.486944	 331	   Ups Phe	  6767	     	         	 5.21	 0.16	  A3IV
016.827917	-61.775278	 332	   Iot Tuc	  6793	     	         	 5.37	 0.88	  G5III
018.069583	+79.673889	 333	          	  6798	     	         	 5.64	 0.01	  A3V
017.147500	-10.182222	 334	 31Eta Cet	  6805	     	         	 3.45	 1.16	  K1.5IIICN1Fe0.5
017.375833	+47.241944	 335	 42Phi And	  6811	  940	Var?     	 4.25	-0.07	  B7Ve
017.663750	+68.778611	 336	 31    Cas	  6829	     	         	 5.29	-0.02	  A0Vnn
017.432917	+35.620556	 337	 43Bet And	  6860	  949	  414    	 2.06	 1.58	  M0+IIIa
017.096250	-55.245833	 338	   Zet Phe	  6882	     	Zet Phe  	 3.92	-0.08	  B6V+B9V
017.455000	+19.658611	 339	 81Psi3Psc	  6903	     	Var?     	 5.55	 0.69	  G0III
017.578333	+42.081389	 340	 44    And	  6920	     	         	 5.65	 0.60	  F8V
017.580833	+25.457778	 341	          	  6953	     	         	 5.80	 1.47	  K7III
017.856667	+64.202778	 342	          	  6960	     	  424    	 5.55	-0.07	  B9.5V
017.775833	+55.149722	 343	 33The Cas	  6961	     	  423    	 4.33	 0.17	  A7V
017.547917	+15.674167	 344	          	  6966	     	         	 6.06	 1.49	  M0III
017.922500	+65.018889	 345	 32    Cas	  6972	     	RU Cas   	 5.57	-0.09	  B9IV
017.550000	 -8.906111	 346	 32    Cet	  6976	     	         	 6.40	 1.04	  K0III
017.640000	 +2.445556	 347	 33    Cet	  7014	     	  422    	 5.95	 1.51	  K4III
017.792917	+37.724167	 348	 45    And	  7019	     	         	 5.81	-0.10	  B7III-IV
017.778333	+31.424722	 349	 82    Psc	  7034	     	         	 5.16	 0.23	  F0V
017.530833	-57.694444	 350	          	  7082	     	         	 6.41	 0.89	  G6II-III
017.863333	+21.034722	 351	 84Chi Psc	  7087	     	         	 4.66	 1.03	  G8.5III-IIIa
017.915000	+30.089722	 352	 83Tau Psc	  7106	     	         	 4.51	 1.09	  K0.5IIIb
017.931250	 -2.251111	 353	 34    Cet	  7147	     	         	 5.94	 1.40	  K4III
018.291250	+61.705833	 354	          	  7157	  987	         	 6.41	 0.01	  B9V
018.141667	+45.337778	 355	          	  7158	     	         	 6.11	 1.64	  M1III
018.247917	+30.064167	 356	          	  7229	  990	         	 6.19	 1.00	  G9III+G1V
019.127917	+79.910000	 357	          	  7238	     	         	 6.26	 0.42	  F5V s
018.097500	-30.802222	 358	          	  7259	     	         	 6.52	 0.48	  F7IV
018.189167	-37.856389	 359	          	  7312	     	AI Scl   	 5.92	 0.28	  F0III
018.437083	+24.583611	 360	 85Phi Psc	  7318	  995	         	 4.65	 1.04	  K0III
018.432917	 +7.575278	 361	 86Zet Psc	  7344	  996	         	 5.24	 0.32	  A7IV
018.438750	 +7.578333	 362	 86Zet Psc	  7345	  996	  442    	 6.30	 0.49	  F7V
018.520833	+28.529722	 363	          	  7351	     	  444    	 6.43	 1.70	  S3+/2-
018.531667	+16.133611	 364	 87    Psc	  7374	     	  445    	 5.98	-0.08	  B8III
019.050417	+71.743889	 365	          	  7389	     	         	 7.83	 0.78	  K1V
018.600000	 -7.923056	 366	 37    Cet	  7439	 1003	  446    	 5.13	 0.46	  F5V
018.676667	 +6.995278	 367	 88    Psc	  7446	     	         	 6.03	 1.08	 gG6
018.705000	 -0.973889	 368	 38    Cet	  7476	     	         	 5.70	 0.42	  F5V
019.102083	+48.082222	 369	          	  7546	     	         	 6.61	-0.05	  B9IIIpSi
018.796250	-45.531389	 370	   Nu  Phe	  7570	     	         	 4.96	 0.58	  F8V
019.078333	+33.114722	 371	          	  7578	     	         	 6.02	 1.15	  K1III
019.271250	+44.901944	 372	          	  7647	     	         	 6.34	     	  K5
019.151250	 -2.500278	 373	 39    Cet	  7672	     	AY Cet   	 5.41	 0.90	  G5IIIe+dA
019.350417	+31.744722	 374	          	  7724	     	         	 6.73	     	  K0
020.081250	+77.570556	 375	          	  7732	     	         	 6.31	 0.92	  G5III
019.542500	+47.419722	 376	          	  7758	     	         	 6.25	 1.35	  K0
018.942083	-68.876111	 377	   Kap Tuc	  7788	     	  454    	 4.86	 0.47	  F6IV
019.450000	 +3.614444	 378	 89    Psc	  7804	     	         	 5.16	 0.07	  A3V
019.695833	+37.386111	 379	          	  7853	 1055	         	 6.46	 0.23	  A5m
019.265000	-66.398056	 380	          	  7916	     	         	 6.24	 0.05	  A0V
020.496250	+76.238889	 381	          	  7925	     	         	 6.38	 0.28	  F0IVn
020.020417	+58.231667	 382	 34Phi Cas	  7927	 1073	         	 4.98	 0.68	  F0Ia
019.866667	+27.264167	 383	 90Ups Psc	  7964	     	         	 4.76	 0.03	  A3V
020.271667	+64.658333	 384	 35    Cas	  8003	 1088	  474    	 6.34	 0.09	  A2Vnn
019.951250	 -0.508889	 385	 42    Cet	  8036	 1081	         	 5.87	 0.64	  G8III+A7V
020.945000	+78.725833	 386	          	  8065	     	         	 6.07	 0.39	  A0Iab
020.143750	 -3.246944	 387	          	  8120	     	         	 6.23	 1.02	  K1III
020.115833	-11.238889	 388	          	  8121	     	         	 6.15	 1.11	  K1III
020.280833	+28.738056	 389	 91    Psc	  8126	     	         	 5.23	 1.39	 gK5
020.585000	+45.528889	 390	 46Xi  And	  8207	     	         	 4.88	 1.08	  K0-IIIb
020.840000	+58.143056	 391	          	  8272	 1105	         	 6.45	     	  F4V
020.654167	 +1.726389	 392	          	  8334	     	         	 6.20	 1.52	  K5IIIab
020.645000	 -0.449722	 393	 43    Cet	  8335	     	  487    	 6.49	 1.08	 gK0
020.627083	-19.081389	 394	          	  8350	 1106	         	 6.35	 0.48	  F6IV
020.919167	+37.715000	 395	 47    And	  8374	     	         	 5.58	 0.26	  A2Vm
020.906250	+34.245833	 396	          	  8375	     	         	 6.29	 0.83	  G8IV
020.853750	+20.468889	 397	          	  8388	     	         	 5.97	 1.71	  K5
021.443750	+70.980000	 398	          	  8424	     	         	 6.49	     	  A0Vnn
021.483333	+68.130000	 399	 36Psi Cas	  8491	 1129	         	 4.74	 1.05	  K0III
020.879167	-30.945556	 400	          	  8498	     	         	 5.84	 1.61	  K5III
021.010417	 -8.007500	 401	 44    Cet	  8511	     	AV Cet   	 6.21	 0.23	  F0V
021.005833	 -8.183333	 402	 45The Cet	  8512	 1118	         	 3.60	 1.06	  K0III-IIIb
021.454167	+60.235278	 403	 37Del Cas	  8538	     	Del Cas  	 2.68	 0.13	  A5III-IV
021.085833	 -6.914722	 404	          	  8556	 1123	         	 5.91	 0.41	  F3V
021.165833	-15.660278	 405	          	  8589	     	         	 6.14	 0.91	  G5
021.202917	 -2.848611	 406	          	  8599	     	         	 6.15	 0.96	  G8III
021.398750	+23.511667	 407	          	  8634	     	         	 6.18	 0.43	  F5III
021.170000	-41.492500	 408	          	  8651	     	         	 5.42	 1.04	  K0III
021.577500	+43.457778	 409	          	  8671	     	         	 5.96	 0.49	  F7V
021.536250	+34.579722	 410	          	  8673	     	         	 6.31	 0.47	  F7V
021.174583	-44.528333	 411	          	  8681	     	         	 6.26	 1.14	  K1II
021.405000	-14.598889	 412	 46    Cet	  8705	     	         	 4.90	 1.23	  K2.5IIIb
021.563750	+19.172222	 413	 93Rho Psc	  8723	     	  506    	 5.38	 0.39	  F2V:
021.673750	+19.240278	 414	 94    Psc	  8763	     	         	 5.50	 1.11	  K1III
021.775833	+34.377500	 415	          	  8774	     	         	 6.27	 0.46	  F7IVb vs
021.613750	 -0.398611	 416	          	  8779	     	         	 6.41	 1.24	  K0IV
021.914167	+45.406667	 417	 48Ome And	  8799	 1152	         	 4.83	 0.42	  F5IV
021.860833	+41.100556	 418	          	  8801	 1151	         	 6.46	 0.27	  A7m
021.722917	 +3.535278	 419	          	  8803	 1148	         	 6.58	-0.04	  B9V+A8V
021.272083	-64.369444	 420	          	  8810	     	         	 5.93	 1.56	  K5III
021.715000	-13.056667	 421	 47    Cet	  8829	     	  512    	 5.66	 0.35	  F0IIIDel Del
021.945833	+40.335556	 422	          	  8837	     	         	 6.60	-0.04	  A0III
021.742083	-32.543056	 423	          	  8879	     	R Scl    	 5.79	 3.86	  C6II
037.952917	+89.264167	 424	  1Alp UMi	  8890	 1477	Alp UMi  	 2.02	 0.60	  F7:Ib-II
021.944167	-10.901667	 425	          	  8921	 1162	         	 6.13	 1.32	  K4III-IV
022.095417	 +7.961389	 426	          	  8949	     	  519    	 6.20	 1.12	  K1III
022.807500	+70.264722	 427	 38    Cas	  9021	     	         	 5.81	 0.47	  F6V
022.717917	+66.098056	 428	          	  9030	     	         	 6.14	 0.08	  A2V s
022.091250	-43.318333	 429	   Gam Phe	  9053	     	Gam Phe  	 3.41	 1.57	  M0-IIIa
022.525833	+47.007222	 430	 49    And	  9057	     	         	 5.27	 1.00	  K0III
022.180417	-33.763611	 431	          	  9065	     	WZ Scl   	 6.58	 0.30	  F0IV
022.470417	+18.355556	 432	 97    Psc	  9100	     	VX Psc   	 6.02	 0.14	  A4IV
022.400417	-21.629444	 433	 48    Cet	  9132	 1184	         	 5.12	 0.02	  A1V
022.546250	 +6.143889	 434	 98Mu  Psc	  9138	     	         	 4.84	 1.37	  K4III
022.376667	-46.756389	 435	          	  9184	     	AW Phe   	 6.31	 1.66	  M2III
022.595417	-26.207778	 436	          	  9228	 1193	         	 5.93	 1.34	  K4III
022.870833	+15.345833	 437	 99Eta Psc	  9270	 1199	  532    	 3.62	 0.97	  G7IIIa
023.031667	+34.800000	 438	          	  9298	     	         	 6.39	-0.12	  B7IIIpHgMn
023.357500	+58.327500	 439	          	  9352	     	         	 5.70	 1.52	  K0Ib+B9V
022.812917	-49.072778	 440	   Del Phe	  9362	     	         	 3.95	 0.99	  K0III
022.930417	-30.283333	 441	          	  9377	     	         	 5.82	 1.08	  K0III
023.482917	+59.231944	 442	 39Chi Cas	  9408	     	         	 4.71	 1.00	  G9IIIb
022.912917	-45.575556	 443	          	  9414	     	         	 6.17	 0.06	  A2V
023.264583	 -9.014722	 444	          	  9484	     	Var      	 6.59	-0.04	  A0III
023.233333	-36.865278	 445	          	  9525	     	         	 5.51	 1.02	  K0III
023.569167	+37.237222	 446	          	  9531	     	KK And   	 5.88	-0.07	  B9IV
023.151250	-49.727778	 447	          	  9544	     	         	 6.28	 0.46	  F4V
023.428750	 -7.025278	 448	          	  9562	     	         	 5.76	 0.64	  G2IV
024.343750	+74.300833	 449	          	  9612	     	         	 6.58	 0.03	  B9Ve
023.704583	+18.460556	 450	          	  9640	     	         	 5.89	 1.52	  M2IIIab
023.657500	-15.676111	 451	 49    Cet	  9672	     	         	 5.63	 0.07	  A3V
023.968750	+41.076389	 452	          	  9712	     	         	 6.38	 1.11	  K1III
023.711250	-31.892222	 453	          	  9742	     	         	 6.12	 1.11	  K0-1III
024.113333	+48.722778	 454	          	  9746	     	OP And   	 5.92	 1.21	 gK1
023.943333	+14.661389	 455	101    Psc	  9766	     	  559    	 6.22	-0.04	  B9.5III
024.628750	+73.040000	 456	 40    Cas	  9774	 1268	  567    	 5.28	 0.96	  G8III
023.978333	+17.433611	 457	          	  9780	     	         	 5.80	     	  F0IV
024.199167	+41.405556	 458	 50Ups And	  9826	     	         	 4.09	 0.54	  F8V
023.995833	-15.400278	 459	 50    Cet	  9856	     	         	 5.42	 1.21	  K2IIIaBa0.2CN1
023.813333	-58.139444	 460	          	  9896	     	  561    	 6.01	 0.38	  F2V
024.531667	+57.977500	 461	          	  9900	     	         	 5.56	 1.38	  G5II
024.035000	-29.907500	 462	   Tau Scl	  9906	     	         	 5.69	 0.33	  F2V
024.274583	+12.141667	 463	102Pi  Psc	  9919	     	         	 5.57	 0.35	  F0V
024.498333	+48.628333	 464	 51    And	  9927	     	         	 3.57	 1.28	  K3-III
024.632083	+45.400000	 465	          	  9996	     	GY And   	 6.36	 0.04	  B9pCrEu
024.407083	 -9.403889	 466	          	 10009	     	         	 6.24	 0.53	  F7V
023.413333	-78.504722	 467	          	 10042	     	         	 6.11	 0.97	  K0III
024.186667	-58.270833	 468	          	 10052	     	         	 6.18	 1.61	  M3III
024.837500	+44.386111	 469	 52Chi And	 10072	     	         	 4.98	 0.89	  G8III
025.054583	+53.868333	 470	          	 10110	     	         	 6.39	 1.61	  K5III
024.614167	-36.528333	 471	          	 10142	     	         	 5.94	 1.05	  K0IV
024.428750	-57.236667	 472	   Alp Eri	 10144	     	Var      	 0.46	-0.16	  B3Vpe
024.715833	-21.275278	 473	          	 10148	     	         	 5.58	 0.34	  A4n
024.708333	-25.021944	 474	          	 10161	 1298	         	 6.70	-0.08	  B9Vn
024.920000	+16.405833	 475	105    Psc	 10164	     	         	 5.97	 1.12	  K2III
025.165833	+43.297778	 476	          	 10204	     	         	 5.61	 0.21	sgA9
025.145000	+40.576944	 477	 53Tau And	 10205	 1311	  584    	 4.94	-0.09	  B8III
025.585417	+68.043056	 478	 43    Cas	 10221	     	V557 Cas 	 5.59	-0.07	  A0pSiSr
024.700833	-53.438889	 479	          	 10241	     	         	 6.84	 0.44	  F5IV-V
025.732917	+70.622500	 480	 42    Cas	 10250	     	  590    	 5.18	-0.04	  B9V
025.512500	+61.038333	 481	          	 10260	     	         	 6.71	-0.03	  B8IIIpSi
025.574167	+58.627778	 482	          	 10293	 1334	         	 6.37	-0.02	  B8III
025.446667	+42.613611	 483	          	 10307	     	         	 4.95	 0.62	  G1.5V
025.326667	+25.745833	 484	          	 10308	 1326	         	 6.17	 0.44	  F2III
025.413333	+30.047222	 485	          	 10348	     	         	 5.99	 1.01	  K0III
024.947500	-56.198056	 486	          	 10360	     	         	 5.87	 0.90	  K0V
024.949167	-56.194722	 487	          	 10361	     	         	 5.76	 0.87	  K5V
025.743333	+61.421667	 488	          	 10362	     	         	 6.34	 0.01	  B7II
025.357917	 +5.487500	 489	106Nu  Psc	 10380	     	         	 4.44	 1.36	  K3IIIbBa0.1
025.514583	+35.245556	 490	          	 10390	     	         	 5.64	-0.07	  B9IV-V
025.832083	+60.551111	 491	 44    Cas	 10425	 1344	         	 5.78	-0.02	  B8IIIn
025.436250	-11.324722	 492	          	 10453	 1339	         	 5.75	 0.44	  F5V+F7V
025.624167	+20.268611	 493	107    Psc	 10476	     	  600    	 5.24	 0.84	  K1V
025.363750	-38.133056	 494	          	 10481	     	         	 6.17	 0.42	  F2V
025.818750	+45.322222	 495	          	 10486	     	         	 6.34	 1.01	  K2IV
025.915000	+50.688611	 496	   Phi Per	 10516	     	Phi Per  	 4.07	-0.04	  B2Vep
025.535833	-32.326944	 497	   Pi  Scl	 10537	     	         	 5.25	 1.05	  K0III
025.512500	-36.832500	 498	          	 10538	     	         	 5.72	-0.01	  A1V
026.074583	+57.536389	 499	          	 10543	 1359	         	 6.21	 0.10	  A3V
025.681250	 -3.690278	 500	          	 10550	     	         	 4.99	 1.38	  K3II-III
025.421250	-50.038889	 501	          	 10553	     	         	 6.64	 0.12	  A3V
026.192083	+57.089167	 502	          	 10587	     	         	 6.25	 0.04	  A2V
025.958333	+32.191667	 503	          	 10588	     	Var?     	 6.34	     	  G8III-IV
026.110417	+46.139722	 504	          	 10597	     	         	 6.35	     	  K5III
025.450000	-60.789444	 505	          	 10615	     	         	 5.71	 1.27	  K2-3III
025.622083	-53.740556	 506	          	 10647	     	         	 5.52	 0.53	  F9V
025.978333	 -4.765556	 507	          	 10658	     	         	 6.19	 1.54	  K0
026.232500	+20.083056	 508	109    Psc	 10697	     	         	 6.27	 0.75	  G3Va
026.017083	-15.937500	 509	 52Tau Cet	 10700	     	         	 3.50	 0.72	  G8V
026.348333	 +9.157778	 510	110Omi Psc	 10761	     	  615    	 4.26	 0.96	  G8III
026.936667	+63.852222	 511	          	 10780	     	         	 5.63	 0.81	  K0V
024.481667	-82.975000	 512	          	 10800	     	         	 5.87	 0.61	  G2V
026.497083	 -5.733333	 513	          	 10824	     	         	 5.34	 1.52	  K4III
026.411667	-25.052500	 514	   Eps Scl	 10830	 1394	         	 5.31	 0.39	  F1V
026.647083	+17.413056	 515	          	 10845	     	VY Psc   	 6.55	 0.25	  A9III
025.338750	-79.148333	 516	   Tau1Hyi	 10859	     	         	 6.33	 0.94	  G6-8III
026.504167	-27.349167	 517	          	 10863	     	         	 6.39	 0.36	  F2Vn
026.950000	+46.229722	 518	          	 10874	     	         	 6.32	 0.43	  F6V
026.524167	-50.816389	 519	          	 10934	     	         	 5.49	 1.60	  M3III
026.526250	-53.521944	 520	          	 10939	     	         	 5.04	 0.04	  A1V
027.162083	+37.952778	 521	          	 10975	     	         	 5.94	 0.97	  K0III
027.045417	+16.955556	 522	  4    Ari	 10982	     	         	 5.84	-0.03	  B9.5V
027.173333	+32.690278	 523	          	 11007	     	         	 5.79	 0.55	  F8V
026.820000	-41.760000	 524	          	 11022	     	         	 6.18	 1.54	  K5-M0III
024.366667	-84.769722	 525	          	 11025	     	         	 5.69	 0.94	  G8III
027.315417	+47.896944	 526	          	 11031	 1438	         	 5.82	 0.29	  A3V
027.108333	 +3.685556	 527	          	 11037	     	         	 5.91	 0.97	  G9III
026.949167	-37.159722	 528	          	 11050	     	         	 6.32	 1.02	  K0III
027.737917	+51.933333	 529	          	 11151	     	         	 5.90	 0.43	  F5IV
027.535417	+22.275278	 530	  1    Ari	 11154	 1457	         	 5.86	 0.74	  K1III+A6V
027.396250	-10.686389	 531	 53Chi Cet	 11171	     	         	 4.67	 0.33	  F3III
027.331250	-31.072778	 532	          	 11183	     	         	 6.34	 1.22	  K2-3III
027.997083	+55.147500	 533	  1    Per	 11241	     	V436 Per 	 5.52	-0.18	  B1.5V
027.716667	+11.043333	 534	          	 11257	     	  635    	 5.94	 0.30	  F2V w
027.453333	-38.403889	 535	          	 11262	     	         	 6.37	 0.52	  F8V
028.039167	+50.792778	 536	  2    Per	 11291	     	         	 5.79	-0.07	  B9IIIpHgMn
027.584167	-47.816389	 537	          	 11332	     	         	 6.14	 1.01	  K1IV
028.211667	+51.474722	 538	          	 11335	     	         	 6.26	     	  A3V
027.865000	-10.335000	 539	 55Zet Cet	 11353	     	  638    	 3.73	 1.14	  K0IIIBa0.1
028.452083	+55.598056	 540	          	 11408	     	         	 6.45	 0.18	  A5m
027.727083	-50.206111	 541	          	 11413	     	BD Phe   	 5.94	 0.14	  A1Vp
028.598750	+63.670000	 542	 45Eps Cas	 11415	     	  652    	 3.38	-0.15	  B3III
028.322083	+40.729722	 543	 55    And	 11428	     	         	 5.40	 1.32	 gK1
028.270417	+29.578889	 544	  2Alp Tri	 11443	     	         	 3.41	 0.49	  F6IV
028.382500	+19.295833	 545	  5Gam1Ari	 11503	 1507	Var?     	 4.83	     	  B9V
028.382500	+19.293611	 546	  5Gam2Ari	 11502	 1507	Gam Ari  	 4.75	-0.04	  A1pSi
028.217083	-16.929167	 547	          	 11522	     	BK Cet   	 5.80	 0.27	  F0IIIn
029.000000	+68.685278	 548	 46Ome Cas	 11529	     	  659    	 4.99	-0.10	  B8III
028.388750	 +3.187500	 549	111Xi  Psc	 11559	     	  654    	 4.62	 0.94	  K0III
026.943750	-80.176667	 550	   Tau2Hyi	 11604	     	         	 6.06	 0.34	  F0IV
028.724167	+40.701944	 551	          	 11613	     	         	 6.24	 1.25	  K2
028.739583	+37.128333	 552	          	 11624	     	         	 6.26	 1.17	  K0
028.660000	+20.808056	 553	  6Bet Ari	 11636	     	  658    	 2.64	 0.13	  A5V
028.346667	-38.594722	 554	          	 11643	     	         	 6.10	 1.12	  K1II
028.411667	-46.302500	 555	   Psi Phe	 11695	     	Psi Phe  	 4.41	 1.59	  M4III
028.976667	+37.277778	 556	          	 11727	 1534	         	 5.89	 1.63	 gM0
029.038750	+37.251667	 557	 56    And	 11749	 1534	         	 5.67	 1.06	  K0III
